Geneid	Length	22784	23406	H13	H14	22783	23386	23404	H11	H12	22785
Hol_evm.model.scaffold08330.1	1392	11	2	4	39	10	0	2	64	93	3
Hol_evm.model.scaffold08330.2	1005	39	7	86	572	9	0	2	76	309	110
Hol_evm.model.scaffold08336.1	307	20	13	3	0	9	0	6	0	0	76
Hol_evm.model.scaffold08336.2	1506	2	4	0	10	6	0	2	18	2	0
Hol_evm.model.scaffold08340.1	427	3	1	0	3	53	0	20	11	12	4
Hol_evm.model.scaffold08347.1	1511	817	793	274	91	158	0	753	44	16	1050
Hol_evm.model.scaffold08348.1	342	8	8	0	12	35	0	5	29	25	9
Hol_evm.model.scaffold08353.1	4023	2802	814	2234	1635	508	1	1577	511	297	10424
Hol_evm.model.scaffold08353.2	5760	1504	220	685	2624	283	0	1016	1267	926	1450
Hol_evm.model.scaffold08353.3	1329	170	120	208	205	136	0	244	182	562	249
Hol_evm.model.scaffold08355.1	237	1	0	0	1	2	0	2	3	2	1
Hol_evm.model.scaffold08358.1	2730	267	30	90	283	33	0	256	109	139	1134
Hol_evm.model.scaffold08358.2	1773	869	421	833	794	261	0	423	77	142	3084
Hol_evm.model.scaffold08358.3	5274	2099	535	1468	3013	553	0	990	1499	1450	4271
Hol_evm.model.scaffold08358.4	348	0	0	0	2	2	0	0	8	12	1
Hol_evm.model.scaffold08358.5	405	3	1	0	6	7	0	4	30	15	0
Hol_evm.model.scaffold08359.1	303	0	0	0	0	3	0	0	6	2	0
Hol_evm.model.scaffold08360.1	1715	286	419	274	122	247	308	376	215	319	751
Hol_evm.model.scaffold08361.1	957	3	11	2	3	0	0	59	12	3	0
Hol_evm.model.scaffold08365.1	281	1	1	0	0	3	0	2	3	2	1
Hol_evm.model.scaffold08368.1	218	0	0	0	1	0	0	0	0	0	0
Hol_evm.model.scaffold08369.1	1512	3	1	14	3	2	1	18	10	9	30
Hol_evm.model.scaffold08369.2	1029	2377	1088	1625	4010	146	0	911	1949	3520	2066
Hol_evm.model.scaffold08369.3	2379	113	96	129	99	63	2	216	117	379	651
Hol_evm.model.scaffold08369.4	2085	2391	900	5609	4714	748	0	1104	753	1532	299
Hol_evm.model.scaffold08369.5	762	200	72	348	270	35	0	73	999	209	424
Hol_evm.model.scaffold08369.6	1668	499	202	337	442	138	0	356	425	526	455
Hol_evm.model.scaffold08369.7	312	11	0	0	0	0	0	18	7	3	44
Hol_evm.model.scaffold08369.8	747	7	50	78	143	1	0	14	92	24	122
Hol_evm.model.scaffold08369.9	1287	1036	402	834	1165	51	0	543	357	150	1979
Hol_evm.model.scaffold08369.10	1566	75	89	93	465	8	0	75	307	109	349
Hol_evm.model.scaffold08369.11	729	0	0	1	1	4	0	0	4	1	3
Hol_evm.model.scaffold08369.12	194	0	0	1	2	0	0	0	4	5	0
Hol_evm.model.scaffold08372.1	1629	10369	592	5856	2490	369	0	526	1348	589	487
Hol_evm.model.scaffold08372.2	2643	708	111	470	369	286	0	231	705	786	873
Hol_evm.model.scaffold08374.1	720	53	1	4	15	21	0	14	56	37	16
Hol_evm.model.scaffold08374.2	318	22	0	22	27	6	0	3	11	9	21
Hol_evm.model.scaffold08374.3	1158	1190	206	979	902	232	186	1115	694	750	1887
Hol_evm.model.scaffold08374.4	558	162	123	106	209	116	0	97	381	82	346
Hol_evm.model.scaffold08375.1	276	4	42	2	9	10	0	1	45	48	9
Hol_evm.model.scaffold08377.1	2166	225	83	98	214	129	0	30	712	547	237
Hol_evm.model.scaffold08379.1	2400	6	0	1	2	3	0	48	17	35	20
Hol_evm.model.scaffold08379.2	1266	95	19	2	3	18	0	88	13	2	67
Hol_evm.model.scaffold08379.3	3348	251	238	145	92	26	0	75	353	468	240
Hol_evm.model.scaffold08379.4	1209	4	0	0	3	4	0	1	15	5	3
Hol_evm.model.scaffold08379.5	483	1324	190	527	54	7	0	297	3	8	53
Hol_evm.model.scaffold08379.6	1167	209	530	898	1687	158	0	559	358	377	8
Hol_evm.model.scaffold08379.7	474	19	231	40	2	38	33	47	4	169	6
Hol_evm.model.scaffold08379.8	2505	3649	1642	4851	1811	460	0	1071	76	1267	344
Hol_evm.model.scaffold08379.9	1017	457	118	211	1169	40	0	140	34	11	27
Hol_evm.model.scaffold08379.10	2595	1124	267	234	35	87	0	282	101	496	61
Hol_evm.model.scaffold08381.1	369	0	0	0	0	0	0	0	0	6	0
Hol_evm.model.scaffold08381.2	612	0	0	0	0	0	0	0	2	0	0
Hol_evm.model.scaffold08390.1	292	304	199	221	130	236	0	147	138	6	212
Hol_evm.model.scaffold08390.2	684	521	431	427	150	265	19	477	269	149	481
Hol_evm.model.scaffold08391.1	1127	32	1	50	9	4	0	2	36	38	644
Hol_evm.model.scaffold08391.2	336	0	6	2	0	5	0	0	2	3	151
Hol_evm.model.scaffold08392.1	1722	3037	475	4240	4534	636	0	2282	2384	5426	3070
Hol_evm.model.scaffold08392.2	927	263	288	277	57	141	0	959	14	17	842
Hol_evm.model.scaffold08394.1	1548	3	2	1	10	19	0	1	13	5	19
Hol_evm.model.scaffold08402.1	1549	2403	743	1446	2200	603	0	2218	2400	3039	1401
Hol_evm.model.scaffold08402.2	1794	27280	11991	34679	105126	2627	18003	9932	23998	17413	2265
Hol_evm.model.scaffold08402.3	981	604	18	948	473	190	0	508	16	953	85
Hol_evm.model.scaffold08404.1	857	1	0	0	1	5	0	0	5	6	0
Hol_evm.model.scaffold08405.1	950	15	52	36	5	72	0	12	55	26	14
Hol_evm.model.scaffold08405.2	759	29	82	0	4	26	0	14	26	28	7
Hol_evm.model.scaffold08405.3	351	31	24	0	2	3	0	10	11	19	19
Hol_evm.model.scaffold08413.1	216	16	0	6	1	26	0	31	12	25	882
Hol_evm.model.scaffold08413.2	261	43	24	5	6	29	0	48	12	10	108
Hol_evm.model.scaffold08413.3	537	1431	859	3097	2292	438	0	1120	2173	2615	1133
Hol_evm.model.scaffold08413.4	1119	2	17	30	2	10	0	5	8	7	320
Hol_evm.model.scaffold08416.1	315	1	1	0	2	2	0	0	7	4	0
Hol_evm.model.scaffold08416.2	2415	41440	27443	147182	61098	4705	9290	37502	6016	35270	959
Hol_evm.model.scaffold08416.3	1005	1339	591	743	1246	469	0	928	2164	3694	2696
Hol_evm.model.scaffold08416.4	879	40	46	114	2	114	0	470	203	674	1112
Hol_evm.model.scaffold08421.1	444	7	2	4	10	30	0	6	74	36	24
Hol_evm.model.scaffold08422.1	234	0	1	0	2	3	0	0	9	5	0
Hol_evm.model.scaffold08424.1	273	8	3	0	1	3	0	1	1	16	1
Hol_evm.model.scaffold08431.1	2151	0	6	2	2	7	0	1	28	4	101
Hol_evm.model.scaffold08438.1	351	0	0	0	0	0	0	0	0	0	0
Hol_evm.model.scaffold08439.1	465	0	0	2	1	0	0	1	2	0	0
Hol_evm.model.scaffold08440.1	342	2	0	4	0	0	0	0	1	1	3
Hol_evm.model.scaffold08441.1	706	6	4	5	2	12	0	0	22	18	325
Hol_evm.model.scaffold08448.1	388	0	0	0	0	1	0	3	40	3	0
Hol_evm.model.scaffold08450.1	522	834	778	572	3829	162	0	287	757	469	226
Hol_evm.model.scaffold08450.2	870	1391	486	870	57	360	8140	603	180	984	146
Hol_evm.model.scaffold08450.3	2481	1241	473	586	527	206	44	979	419	249	2133
Hol_evm.model.scaffold08450.4	1233	33	347	32	56	27	0	286	13	6	11
Hol_evm.model.scaffold08450.5	954	3	2	0	3	12	0	3	7	9	0
Hol_evm.model.scaffold08450.6	309	14	3	7	1098	7	0	264	1104	878	11
Hol_evm.model.scaffold08450.7	2223	4	69	0	0	93	0	3	18	13	2
Hol_evm.model.scaffold08450.8	2322	850	270	970	836	188	172	452	96	671	1551
Hol_evm.model.scaffold08450.9	501	310	120	137	708	88	648	333	1545	506	356
Hol_evm.model.scaffold08450.10	1464	1420	207	334	1180	134	0	508	775	1243	1630
Hol_evm.model.scaffold08450.11	1314	11320	4287	22016	14578	1020	0	5185	537	12404	6697
Hol_evm.model.scaffold08451.1	233	154	161	176	368	5	1274	265	358	204	426
Hol_evm.model.scaffold08452.1	837	1	2	0	0	9	0	0	12	8	1
Hol_evm.model.scaffold08454.1	201	0	0	0	0	1	0	0	0	0	0
Hol_evm.model.scaffold08454.2	261	152	63	38	53	1	0	156	3	4	2
Hol_evm.model.scaffold08454.3	720	671	239	171	181	11	3	619	7	13	0
Hol_evm.model.scaffold08454.4	321	50	0	5	0	4	0	1	0	0	0
Hol_evm.model.scaffold08454.5	399	15	4	1	0	4	0	0	3	3	1
Hol_evm.model.scaffold08454.6	240	22	9	12	0	0	0	7	0	0	0
Hol_evm.model.scaffold08457.1	2169	2	7	8	4	32	0	6	63	47	1
Hol_evm.model.scaffold08457.2	1599	2	5	4	16	23	0	3	63	43	5
Hol_evm.model.scaffold08458.1	321	1	1	0	2	0	0	1	0	6	18
Hol_evm.model.scaffold08460.1	1290	828	283	372	1043	225	0	448	546	750	58
Hol_evm.model.scaffold08461.1	828	0	2	33	79	6	0	36	14	7	518
Hol_evm.model.scaffold08463.1	228	1	0	0	3	2	0	3	2	2	2
Hol_evm.model.scaffold08463.2	255	0	1	0	0	0	0	0	1	0	1
Hol_evm.model.scaffold08463.3	339	0	0	0	0	1	0	1	8	1	1
Hol_evm.model.scaffold08463.4	1449	592	157	264	171	34	0	373	55	41	622
Hol_evm.model.scaffold08463.5	330	21	12	19	0	3	0	22	6	2	16
Hol_evm.model.scaffold08463.6	330	3	2	2	11	4	0	2	8	30	1
Hol_evm.model.scaffold08463.7	504	1	1	3	6	8	0	0	8	30	1
Hol_evm.model.scaffold08463.8	2409	200	222	388	929	82	0	393	197	226	1053
Hol_evm.model.scaffold08463.9	378	45	66	124	394	108	1270	106	160	275	273
Hol_evm.model.scaffold08463.10	867	1511	341	905	2154	154	0	790	1662	2518	1800
Hol_evm.model.scaffold08463.11	981	538	114	227	386	84	0	214	272	779	1577
Hol_evm.model.scaffold08463.12	2301	131	54	292	239	130	0	100	398	1010	659
Hol_evm.model.scaffold08464.1	789	3	2	2	2	8	0	0	13	22	1
Hol_evm.model.scaffold08464.2	242	1	0	1	0	2	0	0	1	1	3
Hol_evm.model.scaffold08465.1	369	582	450	410	226	44	0	232	10	358	319
Hol_evm.model.scaffold08465.2	2571	21752	8817	22650	47014	2525	32387	12535	12350	24429	469
Hol_evm.model.scaffold08465.3	642	48	4	2	268	8	0	1	345	2	0
Hol_evm.model.scaffold08465.4	888	7	15	1	8	4	0	1	25	11	2
Hol_evm.model.scaffold08465.5	1377	2	3	24	18	30	0	3	1059	16	1
Hol_evm.model.scaffold08465.6	447	1	0	0	1	6	0	0	10	3	3
Hol_evm.model.scaffold08466.1	621	16	4	61	17	14	0	5	9	4	1865
Hol_evm.model.scaffold08466.2	858	9	1	0	6	4	0	3	11	8	57
Hol_evm.model.scaffold08466.3	2145	41	3	2	12	26	0	4	25	26	27
Hol_evm.model.scaffold08467.1	347	5	2	0	0	1	0	3	1	2	247
Hol_evm.model.scaffold08470.1	595	219	197	265	548	82	10	145	23	900	684
Hol_evm.model.scaffold08470.2	360	1	1	0	4	9	0	2	17	9	1
Hol_evm.model.scaffold08470.3	291	0	0	2	3	5	0	1	2	4	0
Hol_evm.model.scaffold08476.1	1143	398	317	266	101	141	0	559	294	390	581
Hol_evm.model.scaffold08476.2	1098	212	134	52	60	46	0	195	188	202	875
Hol_evm.model.scaffold08476.3	462	211	107	61	244	153	0	69	498	483	194
Hol_evm.model.scaffold08482.1	336	0	1	0	0	6	0	0	2	2	0
Hol_evm.model.scaffold08484.1	793	5	1	1	6	11	0	1	15	11	3
Hol_evm.model.scaffold08494.1	528	8	0	3	5	1	0	11	6	18	18
Hol_evm.model.scaffold08494.2	447	3	0	3	8	2	0	0	41	37	11
Hol_evm.model.scaffold08494.3	657	2	0	0	2	5	0	6	4	3	69
Hol_evm.model.scaffold08496.1	222	80	124	23	0	0	0	41	6	4	16
Hol_evm.model.scaffold08500.1	720	38	14	80	106	32	0	62	16	25	560
Hol_evm.model.scaffold08504.1	255	1	0	0	4	0	0	1	1	5	1
Hol_evm.model.scaffold08504.2	1770	449	84	332	1784	403	39	124	1370	1075	750
Hol_evm.model.scaffold08504.3	1248	1836	629	912	10346	541	479	680	9830	1711	2744
Hol_evm.model.scaffold08507.1	342	4	1	0	0	1	0	0	8	8	6
Hol_evm.model.scaffold08507.2	444	1	0	0	0	3	0	1	4	2	10
Hol_evm.model.scaffold08507.3	264	2	4	1	1	1	0	1	2	10	2
Hol_evm.model.scaffold08515.1	648	1	20	0	2	12	0	15	42	20	69
Hol_evm.model.scaffold08515.2	1191	488	256	792	1204	282	0	376	1752	590	1476
Hol_evm.model.scaffold08515.3	1083	51	2	16	13	9	0	14	33	148	217
Hol_evm.model.scaffold08515.4	207	61	3	31	16	0	0	19	10	29	20
Hol_evm.model.scaffold08515.5	6702	622	571	954	1322	389	13	741	1184	844	1009
Hol_evm.model.scaffold08515.6	423	1247	767	1648	1562	181	588	1629	551	3793	9090
Hol_evm.model.scaffold08518.1	1218	1	2	0	0	9	0	3	7	10	0
Hol_evm.model.scaffold08524.1	234	2	26	0	2	3	0	7	4	11	1
Hol_evm.model.scaffold08524.2	531	2	3	1	6	3	0	6	7	11	4
Hol_evm.model.scaffold08524.3	270	5	0	1	2	23	0	28	19	26	6
Hol_evm.model.scaffold08524.4	3759	22	3	0	4	51	0	3	15	8	0
Hol_evm.model.scaffold08524.5	249	0	5	0	1	4	0	1	0	8	1
Hol_evm.model.scaffold08525.1	752	10	0	0	0	3	0	0	18	7	2277
Hol_evm.model.scaffold08526.1	1589	1108	383	994	1495	387	0	580	707	1910	2343
Hol_evm.model.scaffold08526.2	729	591	119	289	608	11	0	398	300	884	783
Hol_evm.model.scaffold08526.3	225	40	21	29	25	11	0	32	0	2	0
Hol_evm.model.scaffold08530.1	1413	329	190	254	693	26	0	172	110	13	676
Hol_evm.model.scaffold08530.2	2910	2279	778	1556	679	270	1192	1004	604	1302	2542
Hol_evm.model.scaffold08530.3	624	1175	1240	884	2020	624	0	1244	1405	2030	1282
Hol_evm.model.scaffold08530.4	1473	552	48	843	1270	107	1	332	866	796	1154
Hol_evm.model.scaffold08530.5	5505	538	390	448	1803	259	11056	184	267	62	567
Hol_evm.model.scaffold08533.1	356	1	0	1	2	3	0	1	2	5	4
Hol_evm.model.scaffold08533.2	1008	2	0	2	4	9	0	0	5	17	132
Hol_evm.model.scaffold08535.1	209	1	0	0	0	2	0	13	1	6	1
Hol_evm.model.scaffold08535.2	408	30	7	2	28	64	0	27	94	187	8
Hol_evm.model.scaffold08536.1	670	0	0	0	0	0	0	0	0	0	0
Hol_evm.model.scaffold08541.1	846	3	0	0	5	6	0	1	12	3	0
Hol_evm.model.scaffold08541.2	813	9	192	25	24	3	0	25	19	22	1
Hol_evm.model.scaffold08541.3	13617	2634	2226	3890	2505	515	0	1274	211	747	185
Hol_evm.model.scaffold08541.4	2508	4273	3204	3939	2136	2693	7926	2396	1397	2083	4312
Hol_evm.model.scaffold08541.5	258	8	1	0	0	0	0	1	0	3	0
Hol_evm.model.scaffold08545.1	324	7	0	0	0	2	0	36	0	0	12
Hol_evm.model.scaffold08545.2	339	6	0	1	2	9	0	9	3	0	1
Hol_evm.model.scaffold08545.3	249	5	0	0	0	2	0	8	3	3	1
Hol_evm.model.scaffold08550.1	1072	5	250	2	291	523	0	147	252	101	5
Hol_evm.model.scaffold08557.1	1218	2282	1236	1926	989	438	3269	1105	343	3918	224
Hol_evm.model.scaffold08558.1	1113	640	1170	591	981	586	0	930	143	666	435
Hol_evm.model.scaffold08561.1	459	0	1	0	0	2	0	8	5	0	0
Hol_evm.model.scaffold08564.1	753	2	56	2	2	90	0	0	17	9	2
Hol_evm.model.scaffold08564.2	231	0	0	0	0	2	0	0	5	3	0
Hol_evm.model.scaffold08564.3	1899	2	1	0	187	34	0	2	258	16	9
Hol_evm.model.scaffold08564.4	471	5503	2916	10438	12101	2029	5196	2009	1347	4384	144
Hol_evm.model.scaffold08565.1	527	2	41	2	2	5	0	9	6	15	67
Hol_evm.model.scaffold08570.1	672	417	156	311	273	32	0	211	10	178	601
Hol_evm.model.scaffold08571.1	324	9	2	0	1	4	0	7	2	2	6
Hol_evm.model.scaffold08571.2	501	0	0	0	2	3	0	0	3	3	0
Hol_evm.model.scaffold08572.2	396	15	4	5	0	23	241	91	0	4	29
Hol_evm.model.scaffold08572.3	182	9	0	0	2	2	0	11	9	3	3
Hol_evm.model.scaffold08572.1	171	0	1	0	2	0	0	11	4	2	2
Hol_evm.model.scaffold08573.1	615	15	6	11	19	36	0	12	47	18	13
Hol_evm.model.scaffold08575.1	291	1	1	0	4	2	0	1	33	5	1
Hol_evm.model.scaffold08575.2	612	0	1	0	18	5	0	0	30	47	1
Hol_evm.model.scaffold08575.3	381	4	2	0	2	2	0	0	7	6	1
Hol_evm.model.scaffold08575.4	393	3	0	0	10	32	0	0	9	0	8
Hol_evm.model.scaffold08577.1	171	14	3	6	2	3	0	2	0	0	22
Hol_evm.model.scaffold08580.1	920	57	32	82	19	12	0	56	10	5	170
Hol_evm.model.scaffold08580.2	3174	185	78	378	309	32	1	171	41	134	125
Hol_evm.model.scaffold08580.3	4215	1224	324	501	1116	364	0	508	861	930	2125
Hol_evm.model.scaffold08581.1	1500	1892	857	2531	636	386	10694	619	130	1012	4291
Hol_evm.model.scaffold08581.2	1068	801	181	812	834	31	0	424	937	18	1154
Hol_evm.model.scaffold08581.3	4656	311	194	37	39	171	0	92	333	42	133
Hol_evm.model.scaffold08581.4	669	1163	710	1923	3630	517	627	1443	2267	3837	1705
Hol_evm.model.scaffold08583.1	516	3	3	0	7	0	0	2	7	2	0
Hol_evm.model.scaffold08584.1	369	0	0	0	0	0	0	0	6	10	2
Hol_evm.model.scaffold08584.2	3711	1073	389	973	700	86	0	515	262	288	737
Hol_evm.model.scaffold08584.3	210	13	4	0	0	18	0	0	4	0	0
Hol_evm.model.scaffold08584.4	444	281	27	109	20	1	0	37	9	6	32
Hol_evm.model.scaffold08584.5	1803	184	71	357	861	44	3	224	195	187	739
Hol_evm.model.scaffold08584.6	411	131	15	130	325	81	0	224	73	230	81
Hol_evm.model.scaffold08584.7	1107	0	1	4	4	2	0	0	29	15	4
Hol_evm.model.scaffold08584.8	303	0	0	0	0	1	0	0	12	3	2
Hol_evm.model.scaffold08584.9	366	1	0	0	0	0	0	7	3	2	5
Hol_evm.model.scaffold08587.8	244	0	0	1	0	1	0	0	4	0	0
Hol_evm.model.scaffold08587.1	2826	20	11	114	23	31	0	6	60	73	744
Hol_evm.model.scaffold08587.2	2463	5	3	7	23	19	0	2	33	20	5
Hol_evm.model.scaffold08587.3	213	0	0	0	0	6	0	2	3	0	0
Hol_evm.model.scaffold08587.4	978	1	2	0	0	11	0	1	10	1	0
Hol_evm.model.scaffold08587.5	1245	232	177	241	910	80	183	210	365	1184	1130
Hol_evm.model.scaffold08587.6	3537	109	36	153	816	42	81	192	416	199	1116
Hol_evm.model.scaffold08587.7	2802	280	125	6	674	37	714	537	243	438	44
Hol_evm.model.scaffold08590.1	745	98	27	29	109	132	0	39	268	358	68
Hol_evm.model.scaffold08603.1	343	69	7	158	163	44	0	19	208	140	2561
Hol_evm.model.scaffold08605.1	780	2174	380	6071	6682	177	5618	906	175	2085	743
Hol_evm.model.scaffold08605.2	4755	122	118	289	171	862	0	155	146	57	58
Hol_evm.model.scaffold08605.3	456	1570	629	4728	5221	314	4312	938	437	2142	504
Hol_evm.model.scaffold08605.4	792	559	136	365	613	176	24	334	1098	507	991
Hol_evm.model.scaffold08606.1	2369	16	29	48	16	264	0	17	63	38	14
Hol_evm.model.scaffold08606.2	387	334	171	1516	1347	181	295	142	336	731	11
Hol_evm.model.scaffold08607.3	163	5	1	1	1	8	0	2	13	5	3
Hol_evm.model.scaffold08607.2	272	2	0	0	0	0	0	0	6	1	1
Hol_evm.model.scaffold08607.1	288	5	1	0	0	2	0	1	3	4	14
Hol_evm.model.scaffold08608.1	2943	612	308	2143	2234	528	0	628	1157	1166	377
Hol_evm.model.scaffold08608.2	693	1542	1341	1120	2220	630	14172	1713	1352	1436	1183
Hol_evm.model.scaffold08608.3	4197	2536	1294	2766	2728	1063	0	2091	3421	3944	7729
Hol_evm.model.scaffold08608.4	1689	689	182	419	537	75	0	369	423	166	801
Hol_evm.model.scaffold08608.5	519	558	478	669	1294	150	30	721	1179	2615	513
Hol_evm.model.scaffold08608.6	1350	2149	1315	2725	3117	648	1197	2369	540	3601	6324
Hol_evm.model.scaffold08608.7	2517	861	62	781	613	79	68	610	479	696	979
Hol_evm.model.scaffold08608.8	534	11	6	16	30	36	0	21	39	27	12
Hol_evm.model.scaffold08608.9	1164	251	89	497	565	189	10	377	664	252	343
Hol_evm.model.scaffold08610.1	1056	288	19	82	130	171	0	89	152	409	919
Hol_evm.model.scaffold08610.2	1026	1	0	0	0	9	0	2	10	14	2
Hol_evm.model.scaffold08610.3	2736	420	223	346	20	243	0	149	359	804	516
Hol_evm.model.scaffold08610.4	1422	328	142	184	336	319	0	127	136	734	443
Hol_evm.model.scaffold08610.5	618	735	599	544	661	258	0	883	494	1331	567
Hol_evm.model.scaffold08610.6	1104	1186	267	3962	4891	505	48	1156	3660	1948	677
Hol_evm.model.scaffold08610.7	264	741	445	631	764	242	1729	1170	270	1726	528
Hol_evm.model.scaffold08610.8	1062	1341	399	1520	3761	332	504	802	810	3409	1856
Hol_evm.model.scaffold08610.9	1356	361	72	215	209	32	0	108	9	167	8044
Hol_evm.model.scaffold08610.10	753	575	434	727	1456	190	0	330	815	1336	1207
Hol_evm.model.scaffold08613.1	1153	60	19	0	22	46	0	9	70	80	11
Hol_evm.model.scaffold08618.1	422	0	0	0	2	2	0	2	1	9	1
Hol_evm.model.scaffold08618.2	363	1	1	0	1	2	0	1	5	11	2
Hol_evm.model.scaffold08618.3	216	0	1	0	0	0	0	1	1	0	2
Hol_evm.model.scaffold08618.4	642	0	0	0	0	7	0	1	10	0	0
Hol_evm.model.scaffold08620.1	411	1	1	0	2	11	0	4	7	15	1
Hol_evm.model.scaffold08622.1	455	1071	500	1002	1008	134	0	592	474	1364	76
Hol_evm.model.scaffold08625.1	1872	981	274	991	649	111	0	441	347	464	970
Hol_evm.model.scaffold08625.2	237	2	17	0	0	706	0	9	4	0	1
Hol_evm.model.scaffold08625.3	753	1	53	0	0	1831	0	36	4	1	7
Hol_evm.model.scaffold08625.4	3654	567	152	821	1296	255	483	394	328	826	682
Hol_evm.model.scaffold08625.5	822	31	4	17	4	7	0	22	5	22	46
Hol_evm.model.scaffold08625.6	255	446	507	512	2796	147	407	348	597	295	29
Hol_evm.model.scaffold08625.7	399	4885	8940	65019	19061	1126	32	5929	1019	6288	65
Hol_evm.model.scaffold08625.8	369	27508	45703	518874	122170	7542	4089	36157	16621	252264	774
Hol_evm.model.scaffold08625.9	1707	65	96	64	47	12	0	86	92	363	1708
Hol_evm.model.scaffold08625.10	363	10	7	1	8	2	0	14	4	0	106
Hol_evm.model.scaffold08625.11	3387	1181	415	739	1227	347	500	601	230	1131	2248
Hol_evm.model.scaffold08625.12	843	228	89	158	586	93	1991	75	27	9	528
Hol_evm.model.scaffold08625.13	1926	242	151	196	663	56	0	299	19	22	421
Hol_evm.model.scaffold08625.14	453	387	137	469	752	52	522	317	316	526	176
Hol_evm.model.scaffold08625.15	537	430	233	549	815	158	592	396	276	684	300
Hol_evm.model.scaffold08625.16	1515	715	138	529	287	252	7	387	123	757	1467
Hol_evm.model.scaffold08625.17	1359	328	114	506	920	61	765	899	13	1477	658
Hol_evm.model.scaffold08625.18	5721	1913	644	1607	1519	499	3	487	684	489	1053
Hol_evm.model.scaffold08625.19	1239	0	1	0	2	6	0	2	3	9	1
Hol_evm.model.scaffold08625.20	1185	608	1305	407796	174210	44	0	1869	48991	149047	16
Hol_evm.model.scaffold08625.21	1272	62	338	3	2	17	0	75	8	7	6
Hol_evm.model.scaffold08625.22	1314	57	897	1	35	24	0	7	62	31	11
Hol_evm.model.scaffold08625.23	1239	10	12	4	31	36	0	1	39	93	6
Hol_evm.model.scaffold08625.24	2241	5	17	0	2	534	0	11	18	7	1
Hol_evm.model.scaffold08625.25	285	0	0	0	4	2	0	2	9	7	0
Hol_evm.model.scaffold08625.26	399	20	0	4	1	27	0	33	9	12	89
Hol_evm.model.scaffold08625.27	1332	4	0	0	2	5	0	1	2	3	19
Hol_evm.model.scaffold08625.28	210	1	0	0	0	4	0	0	2	2	1
Hol_evm.model.scaffold08625.29	420	13	0	4	0	20	1	0	6	5	12
Hol_evm.model.scaffold08625.30	513	3	0	0	0	5	0	1	4	0	1
Hol_evm.model.scaffold08625.31	1896	800	433	769	1107	853	0	527	23	1339	840
Hol_evm.model.scaffold08625.32	231	63	15	40	52	41	0	84	4	61	53
Hol_evm.model.scaffold08625.33	267	11	0	0	0	0	0	3	8	1	10
Hol_evm.model.scaffold08625.34	939	7	178	3	8	6	0	442	2	18	12
Hol_evm.model.scaffold08625.35	387	19	0	2	1	0	0	1	6	2	0
Hol_evm.model.scaffold08625.36	309	20	35	15	0	10	0	43	5	29	12
Hol_evm.model.scaffold08631.1	251	3	0	12	4	14	0	1	8	12	1
Hol_evm.model.scaffold08634.1	225	1	0	0	0	3	0	1	0	1	2
Hol_evm.model.scaffold08634.2	219	0	1	0	2	1	0	0	1	4	0
Hol_evm.model.scaffold08636.1	345	17	5	0	5	91	0	19	6	6	1
Hol_evm.model.scaffold08636.2	1377	316	473	816	1833	343	0	989	673	1707	16
Hol_evm.model.scaffold08637.1	223	25	26	8	14	7	0	19	4	3	23
Hol_evm.model.scaffold08637.2	408	0	2	0	0	1	0	1	2	1	0
Hol_evm.model.scaffold08637.3	348	60	0	0	1	4	0	1	0	3	0
Hol_evm.model.scaffold08637.4	2040	36	30	110	12	10	0	67	55	65	22
Hol_evm.model.scaffold08637.5	558	0	1	9	3	0	0	1	3	7	0
Hol_evm.model.scaffold08637.6	411	13	1	0	3	4	0	0	2	120	1
Hol_evm.model.scaffold08638.1	261	2	0	0	2	2	0	0	1	2	2
Hol_evm.model.scaffold08640.1	1257	346	332	792	795	306	6452	365	2064	234	275
Hol_evm.model.scaffold08640.2	1488	358	342	117	610	22	9670	102	59	588	48
Hol_evm.model.scaffold08640.3	537	1495	514	1045	2319	326	1035	1350	1991	2456	2021
Hol_evm.model.scaffold08640.4	381	107	41	174	426	166	12	149	453	431	107
Hol_evm.model.scaffold08640.5	633	1145	547	1045	1965	434	1	1129	1537	2092	1044
Hol_evm.model.scaffold08640.6	702	2793	1629	4314	1096	652	11050	1930	181	856	1484
Hol_evm.model.scaffold08640.7	906	1736	706	1206	2205	132	14804	1060	1203	503	3635
Hol_evm.model.scaffold08641.1	1294	7	5	4	4	59	43	8	30	155	5
Hol_evm.model.scaffold08645.1	1599	7	2	7	7	5	0	0	36	39	77
Hol_evm.model.scaffold08645.2	426	291	97	404	693	65	0	296	1258	1019	298
Hol_evm.model.scaffold08645.3	864	346	102	376	179	117	0	184	0	123	1018
Hol_evm.model.scaffold08645.4	2142	389	97	219	9	3	0	273	12	412	1665
Hol_evm.model.scaffold08645.5	519	105	80	71	139	79	0	101	159	638	310
Hol_evm.model.scaffold08645.6	1632	4388	1253	5787	2760	1084	1	2586	584	2496	603
Hol_evm.model.scaffold08645.7	708	0	0	1	3	1	0	14	11	15	0
Hol_evm.model.scaffold08645.8	201	1	0	0	2	1	0	0	5	2	0
Hol_evm.model.scaffold08645.9	297	5	5	2	0	3	0	0	2	2	2
Hol_evm.model.scaffold08645.10	2724	7	19	2	8	4	0	0	18	10	8
Hol_evm.model.scaffold08645.11	321	0	0	0	0	0	0	0	0	1	1
Hol_evm.model.scaffold08655.1	1284	7	4	78	2	155	0	112	11	6	213
